profile,group,memo_len,memo_chunks,hash_inputs,poseidon_permutations,memo_inputs,plain_inputs,total_memo_bytes,total_poseidon_permutations,control,sample_count,total_iters,mean_ns,mean_se_ns,mean_ci_lo_ns,mean_ci_hi_ns,median_ns,median_abs_dev_ns,std_dev_ns,slope_ns,min_iter_ns,max_iter_ns,rel_std_dev
shakedown,zswap_memo_statement,31,1,3,2,,,,,,50,14025.0,75934.35312740323,107.97480473072858,75746.54437229244,76167.73414478276,75734.98948306596,509.24608557612936,766.8268333672951,75987.36050193255,75207.38636363637,79848.45454545454,0.010098549625894715
shakedown,zswap_memo_statement,32,2,4,2,,,,,,50,14025.0,76010.14201189928,97.14215173382536,75827.41379274214,76207.32777896801,75744.47122195986,530.6405160751177,695.090909820026,76236.48104834012,75090.90909090909,78128.81818181818,0.00914471268467319
shakedown,zswap_memo_statement,33,2,4,2,,,,,,50,14025.0,75881.94608021615,147.9212395205071,75623.08394910832,76200.62226220028,75548.97142857143,314.45249315861486,1057.0079221614046,76050.18281569333,74878.81818181818,80835.53372434017,0.013929636451917336
shakedown,zswap_memo_statement,61,2,4,2,,,,,,50,14025.0,76220.32630772714,134.35459585406429,75979.32049081862,76503.58970807106,75958.69843319559,538.6201749059525,958.7220414478305,76147.80362789221,75261.99494949495,79939.2177589852,0.012578298833006128
shakedown,zswap_memo_statement,62,2,4,2,,,,,,50,14025.0,75891.04125420723,84.99749350905367,75742.26063815803,76074.11761583171,75711.10129870131,258.6949757102723,606.3295018827513,75850.74142637794,75357.74747474748,78856.09090909091,0.007989474012509186
shakedown,zswap_memo_statement,63,3,5,3,,,,,,50,11475.0,87198.80860298267,211.11805789137256,86832.09705518754,87652.31370042033,86791.35925925925,811.8763650924886,1508.1057589611726,87294.27697922733,86007.07843137255,94516.25432098766,0.017295027112441387
shakedown,zswap_memo_statement,64,3,5,3,,,,,,50,11475.0,86951.84020845182,156.65553159482704,86665.76698763538,87276.65322125959,86609.45502645502,612.356384461824,1120.975723308011,86990.15150456222,85852.77777777778,90731.44444444444,0.012891914887835244
shakedown,zswap_memo_statement,92,3,5,3,,,,,,50,11475.0,86724.55029141497,176.34036790556763,86391.04356579322,87081.3233000542,86335.02810266407,411.133691044011,1257.7602299688706,87003.9036018896,84305.55555555556,89957.5,0.014502931704373204
shakedown,zswap_memo_statement,93,3,5,3,,,,,,50,12750.0,87615.13563446216,393.1635757803441,86950.51122123872,88478.46972999015,86762.68299912816,751.1439824750516,2816.6335514585094,87915.33038788584,85971.75555555556,101412.62424242424,0.03214779650869623
shakedown,zswap_memo_statement,94,4,6,3,,,,,,50,12750.0,87560.17810539468,323.7135836955212,86993.36251899216,88255.80643884439,86738.74153846153,716.7550147750493,2304.677495211314,87197.828885265,85675.0,98473.75,0.026321069064492008
shakedown,zswap_memo_statement,124,4,6,3,,,,,,50,11475.0,86741.02679614883,159.63479243356173,86474.56882269733,87092.30408455203,86465.05666666667,331.79370461998843,1139.526384100599,86732.89204426325,85923.27777777778,92352.74551971327,0.013137109695261207
shakedown,zswap_memo_statement,125,5,7,4,,,,,,50,10200.0,98258.79371586679,324.0212540505535,97693.43861766074,98952.54447071349,97339.6484375,607.1788526579176,2319.6782222953652,98204.43924286547,96704.96323529411,108844.625,0.023607843477125696
shakedown,zswap_memo_statement,186,6,8,4,,,,,,50,11475.0,97770.79673508613,162.7811698280181,97484.26727141801,98119.1277026435,97384.95110608346,382.2818064258136,1160.0268996428874,97781.0911797062,96732.4,102458.33333333333,0.011864758582115543
shakedown,zswap_memo_statement,187,7,9,5,,,,,,50,10200.0,109847.70836353958,344.6777751305543,109234.51620331236,110579.2104934807,109170.48541666666,1535.8260849211465,2464.855894576981,109769.91662201514,107427.78333333334,121831.84642857143,0.02243884675699899
